,YearMonth,publication,text,topic_nr,topic_name
843,2019-10,Les Echos,"La Chine et l'UE doivent lutter ensemble contre le réchauffement climatique....  deux puissances économiques à adopter de conserve une stratégie convergente efficace pour lutter contre le  réchauffement  climatique. Le 22 septembre dernier à New York, à l'occasion du Sommet Action Climat, organisé ...",3,3_joe biden_américain_son_plan
844,2019-10,Les Echos,"Nourrir 7 milliards d'humains sans détruire la planète.  ...  pollution, de l'érosion des sols et de l'effondrement de la biodiversité. Et le  réchauffement  climatique d'origine humaine qui tient en partie au secteur agroalimentaire créé des ravages au niveau ...",13,13_oiseaux_invasives_exotiques_pollution
845,2019-10,Les Echos,Un énorme défi à relever pour 150 Français tirés au sort....  Français tirés au sort devront élaborer des propositions pour réduire les émissions de gaz à  effet  de  serre. Cellesci seront ensuite soumises au vote du Parlement ou feront l'objet d ...,6,6_des glaciers_stations_les alpes_glaces
846,2019-10,Les Echos,"Climat : une majorité de Français doute de la convention citoyenne.  ...  Macron à l'issue du grand débatafin de trouver des mesures pour lutter contre le  réchauffement  climatique, commence ses travaux à Paris. Non sans rencontrer un certain scepticisme. Selon un sondage Elabe ...",3,3_joe biden_américain_son_plan
847,2019-10,Les Echos,"BP : un nouveau patron pour mener la transition énergétique.  ...  plus endettée que ses pairs, un héritage du coût de la marée noire. Gaz à  effet  de  serre Le successeur de Bob Dudley sera notamment chargé de conduire la politique de transition ...",20,20_la plus chaude_copernicus_record_européen copernicus
848,2019-10,Les Echos,"La guerre commerciale pourrait coûter 700 milliards de dollars, selon le FMI.  ...  pendant la crise financière de 2008. Alors que les manifestations pour la lutte contre le  réchauffement  climatique s'amplifient, la nouvelle directrice générale a exhorté les pays à passer à l'action ...",0,0_cop_paris_changement_accord
849,2019-10,Les Echos,"Une jeunesse écolo... mais pas trop.  ...  la génération Z (nés après 2000), réclament la sortie des énergies fossiles, l'arrêt des émissions de gaz à  effet  de  serre et la proclamation d'un état d'urgence climatique.  ...",31,31_barrière_barrière de corail_récifs_récifs coralliens
850,2019-10,Les Echos,"Face au succès des SUV et aux incendies en série, l'Etat de la côte ouest peine à baisser ses émissions [...].  ...  des incendies, les échecs de ses programmes de recyclage... Deux think tanks californiens alertent sur les obstacles entravant les objectifs ambitieux de la Californie dans sa lutte contre le  réchauffement  climatique.  ...",2,2_europe_union_bruxelles_émissions de
851,2019-10,Les Echos,Biocarburants : un revers pour Total dans la bataille de l'huile de palme.  ...  de développer l'usage des biocarburants afin de lutter contre les émissions de gaz à  effet  de  serre. Le groupe s'est engagé à importer de l'huile de palme bénéficiant de ...,2,2_europe_union_bruxelles_émissions de
852,2019-10,Les Echos,"Rénovation énergétique : maintenons l'aide fiscale pour les foyers aisés.Depuis le début du quinquennat, un travail remarquable a été réalisé pour lutter contre le  changement  climatique. Engagement de volumes financiers inégalés à ce jour, mise en place d'une information claire ...",3,3_joe biden_américain_son_plan
853,2019-10,Les Echos,"L'électricité, pierre angulaire du « zéro carbone »....  et 17 octobre. C'est un paradigme pour pouvoir espérer infléchir les redoutables effets du  réchauffement  climatique. « Décarbonée », c'estàdire produite notamment à partir d'énergies renouvelables, et de nucléaire ...",3,3_joe biden_américain_son_plan
854,2019-10,Les Echos,Extinction Rebellion s'attire la sympathie de hedge funds.  ...  l'humanité est en train de détruire le monde de manière agressive à cause du  changement  climatique et il est urgent que nous prenions tous conscience de cela. »  Il souligne qu'il ...,0,0_cop_paris_changement_accord
855,2019-10,Les Echos,"Transformer le CO2 en énergie, nouveau graal de la science.  ...  si le stockage d'énergie pouvait également servir à digérer une partie des gaz à  effet  de  serre produits par l'activité humaine ? Des chercheurs de l'université de l'Illinois, à ...",29,29_justin trudeau_justin_harper_oléoduc géant
856,2019-10,Les Echos,"Russie : le pays s'agrandit avec le réchauffement climatique.  ...  dans l'océan Arctique cinq petites îles révélées par le recul des glaces dû au  changement  climatique. L'existence de ces nouveaux territoires, situés dans une baie au large de l'archipel ...",3,3_joe biden_américain_son_plan
857,2019-10,Les Echos,Accélérer l'adaptation au changement climatique.  Idée : Terra Nova invite à «  passer la vitesse supérieure »  en matière de lutte contre le  changement  climatique. Il s'agit de contenir au maximum le phénomène et de s'y adapter. Ne ...,2,2_europe_union_bruxelles_émissions de
858,2019-10,Les Echos,"L'environnement, coincé entre flux et stocks.  ...  se recouvrir de béton et de goudron. Les émissions de CO2 et autres gaz à  effet  de  serre émanant des transports et des bâtiments se tassent à peine malgré les progrès accomplis ...",3,3_joe biden_américain_son_plan
859,2019-10,Les Echos,Les opérateurs télécoms se mettent au vert.  ...  et impose également aux opérateurs des obligations de transparence sur leurs émissions de gaz à  effet  de  serre. S'ajoutent à cela des débats politiques forts qui incitent les acteurs à faire ...,28,28_océans en_île_courants_du niveau des
860,2019-10,Les Echos,"United Airlines s'est racheté une conduite.  ...  cases « Monsieur », « Madame » ou une troisième « Mx » . Investissement dans les biocarburants La lutte contre le  réchauffement  climatique n'est évidemment pas oubliée. Outre l'objectif affiché par l'ensemble des compagnies, de ...",6,6_des glaciers_stations_les alpes_glaces
861,2019-10,Les Echos,"Le futur clash entre la Bundesbank et Lagarde : le climat.  ...  toute tentative de rediriger les actions de la Banque centrale européenne vers les questions de  changement  climatique, comme promouvoir l'achat d'obligations vertes dans le cadre d'une politique monétaire accommodante ...",9,9_chinois_jinping_pic_la chine et
862,2019-11,Les Echos,"Financer massivement la transition climatique....  comme celui qui aura véritablement permis à l'opinion publique de se convaincre qu'un  changement  climatique majeur est en oeuvre. Celuici requiert des actions d'ampleur, mais l'on peut ...",14,14_climat australie_incendies_abbott_par habitant
863,2019-11,Les Echos,"La Californie, premier opposant à Trump.  ...  a fait un très mauvais boulot de gestion des forêts » .  Le gouverneur n'a pas tardé à répliquer : «  Vous ne croyez pas au  changement  climatique. Vous êtes dispensé de cette conversation. »  ...",20,20_la plus chaude_copernicus_record_européen copernicus
864,2019-11,Les Echos,Climat : les stations de montagne appellent à « la mobilisation générale ».  ...  appelé à  « la mobilisation générale »  des acteurs de la montagne pour préserver les massifs du  changement  climatique. Ils estiment que la menace du réchauffement pèse sur 120.000 emplois. Un plan d ...,7,7_inondations_phénomènes_eaux_par le
865,2019-11,Les Echos,"Avec l'économie circulaire, l'urine passe de déchet à engrais.  ...  très cohérente avec les efforts que l'on doit faire pour répondre aux enjeux du  changement  climatique »  , résume Bruno Tassin, chercheur au Laboratoire eau environnement et systèmes urbains (Leesu). Nutriments utiles Se ...",28,28_océans en_île_courants_du niveau des
866,2019-11,Les Echos,"Les émissions de CO2 de Total repartent à la hausse.  ... Total lui reproche de ne pas soutenir l'Accord de Paris sur le  réchauffement  climatique. Le numéro quatre mondial privé des hydrocarbures, qui vient de publier son rapport sur le climat, se ...",0,0_cop_paris_changement_accord
867,2019-11,Les Echos,"Les marins se mettent au vert.  ...  propriété de CMA CGM. Sous le feu des critiques pour ses émissions de gaz à  effet  de  serre et sa pollution, l'industrie du transport maritime entend bien apporter sa pierre à ...",2,2_europe_union_bruxelles_émissions de
868,2019-11,Les Echos,"Economie nouvelle génération Etre utile, accélérateur de croissance.  ...  parties prenantes réclament du sincère, du concret, car il y a urgence à endiguer le  réchauffement  climatique.  « Résultat, les organisations qui s'engagent simplement pour se donner bonne conscience sont de moins ...",1,1_carbone_france_gaz effet de_émissions de
869,2019-11,Les Echos,"Contre la banalisation du risque climatique.  ...  est arrivé ce qui devait arriver : tout le monde ou presque a compris que le  réchauffement  climatique était grave, mais plus personne n'est capable de dire où nous en sommes vraiment ...",4,4_macron_les villes_entreprises_dollars
870,2019-11,Les Echos,"Les grands groupes mis au défi d'une vraie stratégie sur le climat.  ...  les solliciter. Investisseurs, financiers, agences de notation, régulateurs font pression pour savoir comment les multinationales s'alignent avec la volonté internationale de limiter le  réchauffement  climatique à moins de 2 degrés.  ...",3,3_joe biden_américain_son_plan
871,2019-11,Les Echos,"L'Autoroute bas carbone : pour réduire les émissions de CO2.  ...  la COP 21, la France s'est engagée à réduire ses émissions de gaz à  effet  de  serre de 40 % d'ici à 2030 et à atteindre la neutralité carbone en 2050 ...",1,1_carbone_france_gaz effet de_émissions de
872,2019-11,Les Echos,"La Caisse des Dépôts verdit un peu plus ses investissements.  ... Le premier investisseur public français lance des fonds destinés à lutter contre le  changement  climatique. En tant qu'actionnaire, il veut peser dans la réflexion des entreprises dans lesquelles il investit au ...",9,9_chinois_jinping_pic_la chine et
873,2019-11,Les Echos,"Le réchauffement climatique n'est plus un sujet « à part ».  ...  de groupes de réflexion sur la macroéconomie, je suis frappée par le fait que le  changement  climatique reste un sujet « à part » . Un sujet que, certes, à peu près tout le monde ...",3,3_joe biden_américain_son_plan
874,2019-11,Les Echos,"Brexit et élections anticipées : les cinq propositions clefs du Labour.  ...  Une taxe exceptionnelle serait imposée aux entreprises pétrolières et gazières, basée sur leur contribution au  changement  climatique depuis 1996. Elle permettrait de récolter 11 milliards de livres pour aider à financer la ...",0,0_cop_paris_changement_accord
875,2019-11,Les Echos,"La faible croissance mondiale risque de durer.  ... 'orientation politique » Outre les tensions commerciales et géopolitiques, l'OCDE s'inquiète des répercussions du  changement  climatique et de la numérisation des économies.  « Le manque d'orientation politique pour faire face aux ...",0,0_cop_paris_changement_accord
876,2019-11,Les Echos,"Des assureurs engagés.  ...  et la Société Générale Assurances) ont annoncé la création en partenariat avec la Caisse des Dépôts et Consignations et Edf, de trois fonds d'investissements pour lutter contre le  réchauffement  climatique.  ...",17,17_vaches_de élevage_14 des_production de viande
877,2019-11,Les Echos,"La croissance au défi du changement climatique.  ...  à influer sur les décisions. «  L'absence de cap stratégique face aux questions liées au  changement  climatique pèse sur l'investissement  », souligne Laurence Boone. Comment choisir le lieu d'implantation d'une ...",0,0_cop_paris_changement_accord
878,2019-11,Les Echos,"Recul historique du charbon pour la production d'électricité.  ...  baisse de 300 térawattheures du volume d'électricité obtenu en brûlant du charbon, l'énergie fossile qui dégage le plus de gaz à  effet  de  serre, sans compter la pollution atmosphérique.  ...",5,5_bolsonaro_changement_brésil_ne
879,2019-11,Les Echos,"La compétition a changé d'échelle, pas les moyens.  ... Changement  climatique Rappelonsle : la science se joue sur le temps long. Le  changement  climatique est aujourd'hui une évidence pour tout le monde, ou presque. Mais que de travail, pendant plus ...",36,36_stables_les émissions mondiales_vont continuer grimper_37 ici
880,2019-11,Les Echos,L'Allemagne tire la sonnette d'alarme.  ... Un rapport du ministère de l'Environnement publié mardi fait état d'une accélération du  réchauffement  climatique outreRhin.  ...,0,0_cop_paris_changement_accord
881,2019-11,Les Echos,"L'Italie en première ligne face au réchauffement.  ... La péninsule est particulièrement fragile pour affronter les défis du  changement  climatique. Ses effets se font déjà sentir sur un territoire où les infrastructures sont mal ou pas entretenues, avec une classe ...",3,3_joe biden_américain_son_plan
882,2019-11,Les Echos,"Climat : l'ONU exhorte les Etats à quintupler leurs ambitions.  ...  hausse des températures à 1,5 degré sur le globe, les émissions de gaz à  effet  de  serre devront baisser de 7,6 % par an sur la prochaine décennie. A rebours complet ...",25,25_famine_madagascar_kenya_milliards habitants
883,2019-11,Les Echos,"Nourrir tout en se serrant la ceinture carbone....  auxquels il faudra assurer la sécurité alimentaire tout en réduisant les émissions de gaz à  effet  de  serre (GES). En France, l'alimentation représente 23 % de l'empreinte carbone de la consommation ...",2,2_europe_union_bruxelles_émissions de
884,2019-11,Les Echos,AXA double la mise dans la lutte contre le dérèglement climatique.  ...  il met en garde le parterre d'assureurs contre des pertes «  potentiellement énormes  » liées au  changement  climatique. AXA a pris au sérieux le discours du banquier central. L'assureur l'a même ...,2,2_europe_union_bruxelles_émissions de
885,2019-11,Les Echos,"La BCE doit agir sans tarder contre le changement climatique.  ...  à venir, mais le plus crucial sera de décider comment elle doit lutter contre le  changement  climatique et accélérer la transition vers la neutralité carbone. Lors de son audition au Parlement européen ...",1,1_carbone_france_gaz effet de_émissions de
886,2019-11,Les Echos,"Comment réduire la dépendance aux énergies fossiles dans les transports.... Comment diviser par trois les émissions de gaz à  effet  de  serre de la mobilité ? Les secteurs routier, aérien et maritime misent plus jamais que sur des économies. Ils encouragent des technologies ...",3,3_joe biden_américain_son_plan
887,2019-11,Les Echos,"Neutralité carbone en 2050 : la voie étroite vers le changement....  de participer ? A Madrid, où se tiendra la 25e Conférence des Parties (COP25) sur le  changement  climatique, on constatera que les pays signataires de l'Accord de Paris en 2015 n'ont ...",22,22_vanuatu_qui subit_petites îles_continent africain
888,2019-11,Les Echos,"La compensation carbone sous le feu des critiques....  la pérennité de ces plantations est soumise à de nombreuses menaces, à commencer par le  changement  climatique »  , souligne Jonathan Guyot.  L'accaparement des terres occupées par les communautés est un autre écueil ...",25,25_famine_madagascar_kenya_milliards habitants
889,2019-11,Les Echos,"Finance verte : le gouvernement promet de contrôler les banques.  ...  veut inviter les banques à rendre les engagements pris en termes de lutte contre le  réchauffement  climatique  « plus crédibles »  .  « On ne veut pas de 'greenwashing', on veut que les engagements pris par ...",16,16_premières victimes_enfants_santé mentale_pandémie
890,2019-12,Les Echos,"Comment limiter l'empreinte écologique du streaming vidéo ?.  ...  Cet usage, loin d'être 'dématérialisé', représente 20 % du total des émissions de gaz à  effet  de  serre (GES) dues au numérique, soit 1 % des émissions mondiales de gaz à  effet de ...",3,3_joe biden_américain_son_plan
891,2019-12,Les Echos,"Les entreprises sont au coeur de la lutte contre le changement climatique.  ... 'urgence de la transition climatique. Sans leur engagement, les politiques publiques de lutte contre le  changement  climatique resteront lettre morte. Les entreprises françaises ne sont pas à la traîne. L'étude du ...",33,33_bangladesh_les réfugiés climatiques_climatique crée plus_utilise étranger comme
892,2019-12,Les Echos,"Les villes, laboratoires pertinents de la transition écologique.... La lutte contre le  réchauffement  climatique implique l'action, le partage et la mesure des efforts faits. C'est au niveau local que ces trois leviers sont les plus pertinents. Les maires ...",20,20_la plus chaude_copernicus_record_européen copernicus
893,2019-12,Les Echos,"Le bâtiment doit verdir ses méthodes de travail.... Pour lutter contre le  réchauffement  climatique, le « verdissement » des bâtiments, qui émettent 20 % des gaz à  effet  de  serre, est en marche. Les ambitions françaises, en la matière, ne s'arrêtent pas ...",10,10_émissions de_de gaz_effet de serre_gaz effet de
894,2019-12,Les Echos,"Ellen MacArthur : « J'ai vu le monde changer ».... L'économie circulaire offre une réponse tangible à un grand nombre de défis mondiaux  le  réchauffement  climatique, mais également la perte de la biodiversité, la pollution, la raréfaction des ressources  et permet ...",12,12_angela merkel_ses_chancelière_respecter ses engagements
895,2019-12,Les Echos,"« Il faut rendre la pollution coûteuse et l'innovation bon marché ! »....  contre le recyclage. Pourquoi ? Les faits sont indiscutables : si vous voulez limiter les gaz à  effet  de  serre, il faut les rendre coûteux. L'énergie nucléaire est verte, extensible, très puissante et ...",36,36_stables_les émissions mondiales_vont continuer grimper_37 ici
896,2019-12,Les Echos,"Comment les institutions peuvent verdir leur action....  mesure des expositions du secteur financier aux risques climatiques, élaborer des tests de résistance au  changement  climatique pour les institutions financières et développer les opportunités associées au financement de la transition vers ...",2,2_europe_union_bruxelles_émissions de
897,2019-12,Les Echos,"CO2 : le rôle du gaz naturel en question.  ...  est simple. Le gaz est, à terme, condamné à être sacrifié sur l'autel du  changement  climatique. Mais l'équation ne peut évidemment se résumer à cette trop basique affirmation. Car il ...",15,15_énergie nucléaire_atome_nucléaire qui_japon
898,2019-12,Les Echos,"Le plus grand pari de l'histoire de l'humanité.  ...  Nations unies sur les changements climatiques, initialement prévue en Amérique du Sud, après avoir lancé des émissions massives de gaz à  effet  de  serre depuis la révolution industrielle du XIXe siècle.  ...",5,5_bolsonaro_changement_brésil_ne
899,2019-12,Les Echos,"Pourquoi il faut « réensauvager » la planète.  ...  cause de la montée des eaux. Les océans s'acidifient. Les émissions de gaz à  effet  de  serre dérèglent le climat. Un climat, au chevet duquel la communauté internationale se rend depuis ...",0,0_cop_paris_changement_accord
900,2019-12,Les Echos,"La prochaine tempête sera sanitaire, selon les forestiers.  ... Le  changement  climatique profite aux scolytes, mais aussi aux vers nématodes, à la chalarose ou aux chenilles processionnaires.  ...",2,2_europe_union_bruxelles_émissions de
901,2019-12,Les Echos,Bayer brandit la carte du développement durable.  ...  ses actionnaires semblent avoir achevé de convaincre Werner Baumann qu'il devait mettre en avant les efforts fournis par le groupe dans le cadre de la lutte contre le  changement  climatique.  ...,3,3_joe biden_américain_son_plan
902,2019-12,Les Echos,"Changement climatique : Exxon gagne une bataille contre New York.  ...  accusait le pétrolier américain ExxonMobil d'avoir trompé les investisseurs sur l'impact financier du  changement  climatique sur son activité, estimant qu'il n'avait pas présenté  « suffisamment de preuves »  . Cette décision ...",9,9_chinois_jinping_pic_la chine et
903,2019-12,Les Echos,"Notre empreinte carbone.  ... (et ôte les émissions dues aux produits exportés). Ensuite, elle intègre les autres gaz à  effet  de  serre comme le méthane, relâchés en moindre quantité mais à l'impact parfois bien plus ...",30,30_les vins_bordeaux_vigne et du_viticole française
904,2019-12,Les Echos,"L'économie du bien commun, réponse aux défis de notre pays !.  ...  vont nous succéder. C'est pour cela que le sujet de la retraite ou celui de la lutte contre le  réchauffement  climatique sont aussi essentiels dans la recherche du bien commun.  ...",3,3_joe biden_américain_son_plan
905,2019-12,Les Echos,"En pleine expansion, la climatisation pose un défi majeur.  ... Les gaz réfrigérants qui équipent les climatiseurs comptent parmi les gaz à  effet  de  serre les plus puissants. La ministre de la Transition écologique, Elisabeth Borne, a rappelé que la France s ...",3,3_joe biden_américain_son_plan
906,2019-12,Les Echos,"La justice climatique, enjeu crucial.  ...  première ligne, les pays vulnérables comme les petits Etats insulaires plaident pour que ces impacts irrémédiables dus au  changement  climatique soient pris en compte. Pour l'heure, les avancées restent minimes.  ...",0,0_cop_paris_changement_accord
907,2019-12,Les Echos,"A Madrid, les Etats pris en flagrant délit d'inaction face à l'urgence climatique.  ...  a trahi sa promesse, celle d'obtenir des Etats une réduction accrue de leurs émissions de gaz à  effet  de  serre. Et la clarification des mécanismes des marchés du carbone attendra.  ...",0,0_cop_paris_changement_accord
908,2019-12,Les Echos,"A la COP25, des ratés et quelques lueurs d'espoir.  ...  à 1,5 degré, il faut que la planète réduise ses émissions de gaz à  effet  de  serre de 7,6 % par an sur la prochaine décennie.  « Je participe à ces négociations ...",0,0_cop_paris_changement_accord
909,2019-12,Les Echos,"Les gérants divisés sur l'intérêt de multiplier les labels obligataires....  théorie servir à financer des projets qui permettent de réduire les émissions de gaz à  effet  de  serre par rapport au statu quo, sans forcément être entièrement verts. AXA IM évoque le ...",0,0_cop_paris_changement_accord
910,2019-12,Les Echos,"En route pour la COP26.  ...  dont l'Accord de Paris signé en décembre 2015. Les émissions mondiales de gaz à  effet  de  serre ont progressé de 1,5 % par an en moyenne au cours de la dernière ...",4,4_macron_les villes_entreprises_dollars
911,2019-12,Les Echos,"Comment éviter de renoncer un jour à la croissance.... Le  changement  climatique constitue le premier risque auquel nous sommes confrontés, et nous en observons d'ores et déjà les coûts. Dans ce « nous », j'inclus les Américains. Les EtatsUnis, dont ...",3,3_joe biden_américain_son_plan
912,2019-12,Les Echos,"Permettons aux villes d'agir pour le climat !....  globalement, pour la même période, Dijon a diminué de 11 % ses émissions de gaz à  effet  de  serre. Réduire la consommation d'énergie fossile, promouvoir les énergies renouvelables, protéger la ressource en ...",3,3_joe biden_américain_son_plan
913,2019-12,Les Echos,"COP25 : une facture salée pour les entreprises.  ...  sont déjà ou vont être appliquées dans le sillage de la COP25 pour contrer le  changement  climatique, et elles ne seront pas indolores financièrement pour les entreprises à travers la planète.  « Il ...",3,3_joe biden_américain_son_plan
914,2019-12,Les Echos,"Le transport maritime vise des navires zéro émission d'ici à 2030.  ... Afin de pouvoir diviser par deux les émissions de gaz à  effet  de  serre du secteur d'ici à 2050, la Chambre internationale de la marine marchande propose de créer un fonds ...",3,3_joe biden_américain_son_plan
915,2019-12,Les Echos,Catastrophes : la facture baisse de 40 % pour les assureurs....  la baisse du coût des catastrophes naturelles vient paradoxalement compliquer la modélisation des impacts du  changement  climatique.  « Il est sans doute encore trop tôt pour changer les modèles de risques pour tenir ...,4,4_macron_les villes_entreprises_dollars
916,2019-12,Les Echos,"Mon problème avec la croissance.  ...  Pouvonsnous produire plus en consommant moins de ressources, en émettant moins de gaz à  effet  de  serre ? Il est facile de voir le verre à moitié plein. En un demisiècle ...",13,13_oiseaux_invasives_exotiques_pollution
917,2019-12,Les Echos,"Les feux de brousse étouffent l'Australie, le gouvernement soutient le charbon.  ...  feux de brousse de son histoire, et que le lien entre leur violence et le  réchauffement  climatique est établi par la quasitotalité de la communauté scientifique, le Premier ministre Scott Morrison ...",3,3_joe biden_américain_son_plan
918,2019-12,Les Echos,"« A Sydney, on a l'impression d'être dans 'Mad Max' ».  ...  Martijn Wilder, l'Australie est l'un des pays le plus directement frappés par le  réchauffement  climatique. Sans une action résolue des principaux pollueurs dans le monde, de très vastes portions du ...",14,14_climat australie_incendies_abbott_par habitant
919,2019-12,Les Echos,"Climat : l'Inde fait figure de bon élève parmi les grands pays émergents.  ...  la Chine assurant à elle seule près d'un tiers des émissions de gaz à  effet  de  serre. L'Inde, ellemême confrontée à une pollution sévère, délaisse le charbon pour les ...",29,29_justin trudeau_justin_harper_oléoduc géant
920,2019-12,Les Echos,"« Le secteur privé continue de se mobiliser sur la neutralité carbone ».  ...  pourtant une réelle urgence, ne seraitce qu'au regard des émissions de gaz à  effet  de  serre... En effet. Les économies émergentes et les pays en développement réunis sont à l ...",4,4_macron_les villes_entreprises_dollars
921,2019-12,Les Echos,"« L'Europe doit faire la course en tête ».  ...  de modèle, montrer la voie pour une transition vers une économie neutre en gaz à  effet  de  serre, capable d'être prospère et innovante. Ce n'est pas la première fois que ...",0,0_cop_paris_changement_accord
922,2019-12,Les Echos,"L'alpinisme se met sous la protection de l'Unesco.  ... Avec son entrée au patrimoine immatériel de l'Unesco, l'alpinisme espère conjurer les menaces du  réchauffement  climatique et de la mercantilisation.  ...",3,3_joe biden_américain_son_plan
923,2020-01,Les Echos,"Autriche : le climat au centre de la nouvelle coalition.  ...  pacte de coalition présenté jeudi.  « Nous sommes la première génération qui subit les conséquences du  changement  climatique et la dernière qui peut encore inverser la tendance »  , stipule le préambule du programme de ...",0,0_cop_paris_changement_accord
924,2020-01,Les Echos,Ecologie : Macron mise « beaucoup » sur la Convention citoyenne.  ...  une question éminemment vaste  comment baisser d'au moins 40 % les émissions de gaz à  effet  de  serre d'ici à 2030. Une session a donc été ajoutée. Et la session de ...,16,16_premières victimes_enfants_santé mentale_pandémie
925,2020-01,Les Echos,"Le renouvelable assure 43 % de la demande d'électricité allemande....  est bien sûr une bonne nouvelle pour le climat. Les émissions allemandes de gaz à  effet  de  serre ont reculé de 7 % l'année dernière, selon les calculs de l'association Energiebilanzen ...",0,0_cop_paris_changement_accord
926,2020-01,Les Echos,Climat : la décennie de tous les espoirs.  ...  2020 pourraient être la décennie durant laquelle l'humanité commencera à remporter la bataille du  changement  climatique. Déception : « On pourrait se souvenir des années 2010 comme de la décennie où la bataille ...,3,3_joe biden_américain_son_plan
927,2020-01,Les Echos,Emmanuel Macron met en scène sa priorité pour le climat.  ...  une question éminemment vaste  comment baisser d'au moins 40 % les émissions de gaz à  effet  de  serre d'ici à 2030  « dans un esprit de justice sociale »  . Une session a été ...,9,9_chinois_jinping_pic_la chine et
928,2020-01,Les Echos,"Climat : Cargill, le négociant schizophrène.  ...  firme a ainsi pris l'engagement de réduire de 30 % les émissions de gaz à  effet  de  serre par tonne de produit d'ici à 2030. Jusquelà il visait une réduction ...",4,4_macron_les villes_entreprises_dollars
929,2020-01,Les Echos,"L'empreinte carbone des ménages ne dépend pas que des revenus.  Face à l'urgence climatique, la France doit réduire drastiquement ses émissions de gaz à  effet  de  serre. Encore fautil pouvoir faire une mesure précise et fiable de l'empreinte carbone ...",9,9_chinois_jinping_pic_la chine et
930,2020-01,Les Echos,"Climat : le grand oral d'Emmanuel Macron devant la Convention citoyenne.  ... 'Hexagone. «  La France est très en retard sur ses objectifs de réduction de gaz à  effet  de  serre, comme sur sa feuille de route pour arriver à la neutralité carbone en 2050 ...",21,21_glaciologie_température_surface_années 1990 aux
931,2020-01,Les Echos,"2019, année de tous les records.  ... A cause du  réchauffement  climatique et de l'étalement urbain, de plus en plus d'espaces naturels s'enflamment. 2019 a été une année record.  ...",26,26_actionnaires_exxonmobil_pétrolier_majors
932,2020-01,Les Echos,"Le réchauffement climatique en temps réel.  ...  sont pas exceptionnels, mais la température est exceptionnelle. Et ça, c'est vraiment lié au  réchauffement  climatique » . La brousse australienne en feu incarne la réalité du bouleversement du climat.  « C'est un ...",3,3_joe biden_américain_son_plan
933,2020-01,Les Echos,"Comment Canberra a basculé dans le climato- scepticisme.  ... L'Australie, avant de rejoindre les pays réfractaires à la lutte contre le  changement  climatique, s'est d'abord distinguée par la hardiesse de ses politiques pour réduire ses émissions de gaz ...",9,9_chinois_jinping_pic_la chine et
934,2020-01,Les Echos,"Accusé de ne pas s'engager sur le climat, BlackRock corrige le tir.  ...  Sa signature l'engage en effet à  « agir pour réduire les émissions de gaz à  effet  de  serre dans l'ensemble de la chaîne de valeur, selon les objectifs fixés par l ...",10,10_émissions de_de gaz_effet de serre_gaz effet de
935,2020-01,Les Echos,Nous devons sauver nos montagnes.... Nous sommes aux premières loges pour constater le  réchauffement  climatique et ses impacts potentiellement systémiques. C'est précisément pour cette raison que nous avons pris la décision d'agir. Notre initiative est ...,9,9_chinois_jinping_pic_la chine et
936,2020-01,Les Echos,"Climat : les constats faits, passons aux solutions.  La science nous aide à prévoir les conséquences catastrophiques du  réchauffement  climatique. Elle exerce avec efficacité une sorte de devoir permanent d'alerte. L'organe le plus visible qui porte ce message ...",3,3_joe biden_américain_son_plan
937,2020-01,Les Echos,Les Pépinières Guillaume adaptent la vigne au réchauffement climatique.  ... Le pépiniériste concentre ses efforts de sélection génétique sur sur la résistance au  réchauffement  climatique des plants de pinot.  ...,3,3_joe biden_américain_son_plan
938,2020-01,Les Echos,"L'aéroport de Nice affiche ses ambitions environnementales.  ...  l'aéroport de SaintTropez ne devrait plus émettre un seul gramme de gaz à  effet  de  serre. Et si Nice Côte d'Azur, la troisième plateforme aéroportuaire de France  14 ...",9,9_chinois_jinping_pic_la chine et
939,2020-01,Les Echos,"Nous n'éviterons pas le débat sur les inégalités énergétiques mondiales.  ... Si l'on veut combattre efficacement le  réchauffement  climatique, il faut mettre en place des mesures d'équité entre les pays. Une taxe carbone semble la plus adéquate.  ...",6,6_des glaciers_stations_les alpes_glaces
940,2020-01,Les Echos,"Les épisodes météo extrêmes vont se multiplier en 2020.  ...  à un phénomène météorologique, mais bien lié à l'augmentation des niveaux de gaz à  effet  de  serre dans l'atmosphère. »  Marquée notamment par des feux d'une intensité inédite en Australie ...",3,3_joe biden_américain_son_plan
941,2020-01,Les Echos,"Réchauffement climatique : des impacts socio-économiques massifs d'ici à 2050.  ... Selon une étude du conseil international McKinsey, le  réchauffement  climatique menace directement la croissance économique de nombreux pays, notamment les moins développés.  ...",3,3_joe biden_américain_son_plan
942,2020-01,Les Echos,"Davos, un sommet qui verdit.  ... Le cinquantième Forum économique mondial est placé sous le signe de la lutte contre le  réchauffement  climatique. Avec Donald Trump en vedette américaine.  ...",3,3_joe biden_américain_son_plan
943,2020-01,Les Echos,"Changer l'Etat pour sauver le climat.  Le désastre des gigantesques feux australiens montre, s'il en est encore besoin, que le  réchauffement  climatique commence à échapper à tout contrôle. Au rythme où vont les choses, les prévisions les ...",24,24_banques_les banques centrales_centrales_risques financiers
944,2020-01,Les Echos,"Les villes littorales face au syndrome de l'Atlantide.  ...  par an. La trajectoire est la même pour l'Antarctique, redoutent les scientifiques. Pire, le  réchauffement  climatique ne provoque pas seulement la fonte des glaces : il dilate les océans, l'eau chaude ...",0,0_cop_paris_changement_accord
