date,publication,words,author,title,intro
2020-01-24,Le Figaro,614mots,"Collomp, Florentin",Christine Lagarde entend agir à la BCE sur le climat,  POLITIQUE MONÉTAIRE  Le  changement  climatique figurera dans la vaste revue stratégique menée cette année par la Banque centrale européenne (BCE).   « Je suis consciente du danger de ne rien faire et je pense ...
2020-01-25,Le Figaro,1104mots,"de Saint Phalle, Hugo",Éric Beaumard : « Le changement climatique a beaucoup marqué le vin »,"  ...  ne sert à rien. Quel phénomène a le plus marqué le monde du vin ? Le  changement  climatique. Depuis une quinzaine d'années, le taux d'alcool monte partout, c'est un vrai ..."
2020-01-27,Le Figaro,687mots,,Macron a réussi à transformer des évidences en tabous,"...  à l'urgence climatique ? Jusqu'en 2018, cette taxe sur les émissions de gaz à  effet  de  serre suivait une trajectoire d'augmentation progressive dans une relative indifférence. La décision de la ..."
2020-01-29,Le Figaro,1029mots,"Lestavel, Thomas","BERTRAND PICCARD « L'économie positive est menée par des pionniers, pas des dinosaures »","  ...  mondial en 2040, à peine moins qu'aujourd'hui... Sommesnous condamnés à aggraver le  changement  climatique bien audelà des 2 °C ? Un désastre humain se prépare si les prévisions de ..."
2020-01-29,Le Figaro,867mots,"Lestavel, Thomas",La raison d'être imprègne les entreprises « responsables »,"  ...  sur une base annuelle, les montants investis dans la réduction des émissions de gaz à  effet  de  serre, les émissions évitées chez les clients grâce aux solutions de Veolia, ou encore le ..."
2020-01-29,Le Figaro,927mots,"Lestavel, Thomas",L'Europe au défi de l'alimentation durable,"  ...  continent. Par ailleurs, elle a réussi à diminuer de 20 % ses émissions de gaz à  effet  de  serre entre 1990 et 2015,   « du fait notamment d'une concentration de l'élevage et ..."
2020-01-30,Le Figaro,1027mots,"Zemmour, Eric",Un baby-boomer au pays des Khmers verts,  ...  vindicatif de la demoiselle Thunberg. Pas un jour sans son émission de télévision sur le  réchauffement  climatique. Pas un jour dans les écoles de nos enfants sans sa leçon sur le « développement ...
2020-01-30,Le Figaro,710mots,"Frémont, Anne-Laure",Effet de serre : le scénario du pire est peu probable,"  ...  pire n'est pas forcément le plus probable, en matière d'émissions de gaz à  effet  de  serre. C'est en tout cas le message positif publié ce mercredi dans  la revue ..."
2020-02-03,Le Figaro,758mots,,"Les arbres, nouvelle mode verte","... Plantez des arbres, c'est indiscutablement bon pour lutter contre le  réchauffement  climatique. À une réserve près toutefois, ils ne font en réalité que stocker le carbone, guère plus de cinquante ou ..."
2020-02-04,Le Figaro,621mots,"Frémont, Anne-Laure",La maladie de l'encre dévaste la forêt de Montmorency,"  ...  problème s'est accéléré dans les années 2000, d'où le lien soupçonné avec le  réchauffement  climatique. »  Car l'humidité et les hivers plus doux favorisent la propagation du  Phytophthora cinnamomi . Les ..."
2020-02-06,Le Figaro,432mots,"Bellemare, Carole","Bernard Looney, la carte verte du géant pétrolier britannique BP","  ...  première société britannique. Qui est aussi l'une des principales entreprises émettrices de gaz à  effet  de  serre dans le secteur des hydrocarbures... Il succède à Bob Dudley, arrivé il y a ..."
2020-02-06,Le Figaro,1059mots,"Girard, Renaud","Jean-Yves Le Gall : « Dans l'espace, les États sont de retour ! »","  ...  nombreux domaines : la sonde RosettaPhilae a exploré la comète Tchury ; dans le domaine du  changement  climatique, nous avons le programme Copernicus ; et, dans celui des lanceurs, nous avons fêté le 40e ..."
2020-02-08,Le Figaro,697mots,"Frémont, Anne-Laure","En Polynésie, comment les coraux des profondeurs s'adaptent pour survivre","  ... marine » »  , car contenant de nombreuses molécules potentiellement utiles pour la recherche médicale. Menacé par le  réchauffement  climatique et la pollution, le corail est aussi le  « reflet de l'état de la biodiversité ..."
2020-02-10,Le Figaro,3304mots,"Reynaud, Stéphane",INTERVIEW Philippe Schaus : « La France n'a pas à rougir de ce qu'elle fait »,"  ...  personnes qui y travaillent, c'est bien l'évolution de la viticulture, en réaction au  réchauffement  climatique. Il s'agit d'étudier les nouvelles méthodes de culture. Au salon Vinexpo, nous avons ..."
2020-02-11,Le Figaro,1167mots,"Beauchard, Renaud","États-Unis : l'école, aussi bien que l'université, met en accusation l'héritage occidental","  ...  au prisme des questions de genre, de classe, de race, et même à celui du  réchauffement  climatique. Que n'avaiton pensé en effet à envisager la responsabilité de Giotto et de ..."
2020-02-12,Le Figaro,616mots,"Vanlerberghe, Cyrille","La fermeture de Fessenheim, une faute écologique","  ...  le nucléaire est une énergie de masse qui n'émet (presque) pas de gaz à  effet  de  serre, et ne contribue donc pas au réchauffement en cours de la planète. En se ..."
2020-02-14,Le Figaro,557mots,"Festor, Gilles","Mat Schaer, le snowboardeur militant qui veut faire bouger les lignes",  ...  urgence.   « J'ai pris conscience avec mes études en science de l'environnement que le  réchauffement  climatique était le problème numéro un de l'humanité et j'ai voulu concilier mes convictions ...
2020-02-14,Le Figaro,1155mots,"Festor, Gilles",Réchauffement climatique : le monde du ski entre inquiétude et impuissance,"  ...  cirque blanc qui a su s'adapter aux caprices réguliers des hivers plus doux. Mais,  réchauffement  climatique oblige, ces transbahutages sont de plus en plus fréquents.   « La limite pluieneige a monté ..."
2020-02-15,Le Figaro,533mots,"Rovan, Anne",Budget européen : les Vingt-Sept se préparent au bras de fer,"  ...  500 milliards d'euros les investissements (publics et privés) nécessaires à la lutte contre le  réchauffement  climatique et la transition numérique. Pour compenser le départ des Britanniques, qui occasionnera un trou de ..."
2020-02-18,Le Figaro,514mots,"Pluyette, Cyrille",La fin des centrales à charbon se précise,"  ...  avant la fin de son quinquennat. Et ce au nom de la lutte contre le  changement  climatique, ces installations émettant plus du quart des émissions de gaz à  effet  de  serre du ..."
2020-02-20,Le Figaro,751mots,"Collomp, Florentin","La défense des ressources de la PAC, « priorité absolue » de Macron","  ...  traditionnels, comme l'agriculture, et davantage sur les principaux défis de notre époque, comme le  changement  climatique et les migrations » . Le président français est déterminé à se battre pour défendre cette   « priorité ..."
2020-02-21,Le Figaro,492mots,"Wesfreid, Marcelo",Un arrêt qui brouille les messages de l'exécutif,"  ...  des messages portés par le chef de l'État. Comment, en effet, alerter sur le  réchauffement  climatique en arpentant le 13 février la Mer de glace, flanqué de glaciologues, pour célébrer ensuite ..."
2020-02-21,Le Figaro,342mots,,Gribouille environnemental,"...  stratégie énergétique de la France. Elle relève surtout d'une politique de Gribouille. Face au  réchauffement  climatique qui menace la planète, avec son lot de canicules, de tempêtes et d'inondations, le ..."
2020-02-22,Le Figaro,749mots,"Frémont, Anne-Laure",Les émissions de méthane des industries fossiles ont été largement sous-évaluées,"  ...  de tous les maux, en oubliant souvent le rôle d'un autre puissant gaz à  effet  de  serre dans le  réchauffement  climatique : le méthane (CH4). Or s'il reste bien moins longtemps ..."
2020-02-22,Le Figaro,238mots,"Frémont, Anne-Laure","Les zones humides, des « bombes climatiques »","  ...  sont donc aujourd'hui des « bombes climatiques » . Si on prend l'exemple du permafrost : le  réchauffement  climatique, en entraînant sa fonte, risque de libérer dans l'atmosphère une importante quantité de gaz ..."
2020-02-22,Le Figaro,747mots,"Frémont, Anne-Laure",Les émissions de méthane des industries fossiles ont été largement sous-évaluées,"  ...  de tous les maux, en oubliant souvent le rôle d'un autre puissant gaz à  effet  de  serre dans le  réchauffement  climatique : le méthane (CH4). Or s'il reste bien moins longtemps ..."
2020-02-25,Le Figaro,747mots,"Girard, Renaud","Fessenheim, proie du fanatisme écologiste","  ...  commandé à l'industrie française. Deuxièmement, cette fermeture contrevient directement à la lutte contre le  réchauffement  climatique d'origine humaine, dont la France est le leader depuis qu'elle a fait adopter ..."
2020-02-25,Le Figaro,542mots,"Nodé-Langlois, Fabrice",Le climat timidement mentionné dans le communiqué du G20,  ...  que le FSB (l'acronyme ne désigne pas ici les services de renseignement russes mais le Conseil de stabilité financière) «  est en train d'examiner les implications financières du  changement  climatique  » .  ...
2020-02-26,Le Figaro,795mots,"Bayart, Bertille",Les apprentis législateurs du climat,  ...  mission de proposer les mesures concrètes qui engageront le pays dans la lutte contre le  réchauffement  climatique. La France réinvente l'agora. Le tirage au sort sera l'antidote de la crise ...
2020-03-05,Le Figaro,621mots,"Hubaut, Leonor","Bruxelles présente sa loi climat, vertement critiquée par Greta Thunberg","  ...  Europe   » , affirme le viceprésident Frans Timmermans. Pourtant, l'icône de la lutte contre le  changement  climatique a été particulièrement glaciale. «   En présentant cette loi climat, l'Europe rend les armes, vous ..."
2020-03-09,Le Figaro,1998mots,"Ducros, Christine, Siraud, Mathilde",Agnès Buzyn : « Je ne ferai aucune alliance d'appareils »,"  ...  de nouvelles tours, alors que Paris a besoin de se verdir pour faire face au  réchauffement  climatique. Elle a réussi l'exploit de réduire le nombre de voitures tout en augmentant les ..."
2020-03-10,Le Figaro,339mots,"de Chabalier, Blaise",La Terre sous l'oeil pénétrant des satellites,"  ... 'est révélée aussi fragile. L'intense activité humaine, à l'origine notamment des gaz a  effet  de  serre et du  réchauffement  climatique, provoque des effets détectés par les satellites. Ce sont ces ..."
2020-04-14,Le Figaro,1652mots,"Négroni, Angélique",Le nombre de feux inquiète les pompiers,"  ...  a révélé que toutes les régions de France étaient désormais concernées par les incendies, le  réchauffement  climatique ayant fait fondre la traditionnelle ligne de démarcation NordSud.  « On peut de moins en ..."
2020-05-28,Le Figaro,604mots,"Cheyvialle, Anne",Pour un continent « plus vert et plus résilient »,"  ...  secteurs définis comme prioritaires tels que l'habitat, gros pourvoyeur d'émissions de gaz à  effet  de  serre. Le plan de relance affiche l'ambition d'au moins doubler le nombre de ..."
2020-06-05,Le Figaro,1090mots,"Leroux, Eric",Stress test réussi pour la gestion responsable,"  ...  aspirations des nouvelles générations d'investisseurs. La préservation de l'environnement, la lutte contre le  réchauffement  climatique ou la manière dont les entreprises traitent leurs salariés du bas de l'échelle  ceux ..."
2020-06-09,Le Figaro,638mots,"Barluet, Alain",Le dégel du permafrost à l'origine d'une marée noire,"  ...  sont menacées  Un tel drame ne surprend pas les spécialistes qui scrutent les effets du  réchauffement  climatique sur le permafrost, qui recouvre près d'un quart des terres de l'hémisphère Nord ..."
2020-06-10,Le Figaro,645mots,"Frémont, Anne-Laure","L'Arctique, première victime des records de chaleur enregistrés le mois dernier","  ...  des mois de mai de la période 19812010 » , précise le service de surveillance du  changement  climatique. Le mois de janvier avait déjà battu des records. Certes,   « quand on prend un mois ..."
2020-06-10,Le Figaro,164mots,"Frémont, Anne-Laure",Le confinement n'aura pas d'impact visible sur le réchauffement,"  ...  la revue Nature Climate Change. Mais cette baisse auratelle un impact sur le  réchauffement  climatique planétaire ? Très clairement « non » , assure JeanNoël Thépaut, « étant donné qu'on paie aujourd'hui ..."
2020-06-15,Le Figaro,1050mots,"de Monicault, Frédéric",Philippe Knoche : « J'ai tout de suite dit aux équipes que la crise allait durer »,  ...  alors sans excès permanent comme par le passé. Notre contribution à la lutte contre le  réchauffement  climatique est désormais admise : de la pédagogie est toujours nécessaire pour appuyer notre développement mais nous ...
2020-06-19,Le Figaro,967mots,"Chayet, Delphine",Une série de propositions chocs qui prô nent la sobriété à tout prix,"  ...  imaginables : pour parvenir à une baisse d'au moins 40 % des émissions de gaz à  effet  de  serre en 2030, la convention citoyenne a arrêté 150 propositions qui doivent encore être votées ..."
2020-06-20,Le Figaro,1030mots,"Allagui, Slim","Margrethe II, le discours d'une reine","  ...  Plus récemment, en pleine crise du Covid19, elle choque certains Danois préoccupés par le  réchauffement  climatique par les propos qu'elle tient, dans un entretien publié le 10 avril, par le ..."
2020-06-22,Le Figaro,715mots,"Frémont, Anne-Laure",La Convention climat remet son rapport final,"  ...  95 % le rapport final listant l'ensemble de leurs propositions visant à lutter contre le  réchauffement  climatique. Un rapport que la ministre de la Transition écologique, Élisabeth Borne, est venue récupérer en ..."
2020-06-23,Le Figaro,584mots,"Bohineust, Armelle",Développement durable : l'Union européenne peut mieux faire,"  ENVIRONNEMENT  Mauvais points pour l'Union européenne en termes de lutte contre le  changement  climatique et... d'égalité des sexes. Dans ces deux domaines, le bilan de Bruxelles depuis cinq ans est ..."
2020-06-24,Le Figaro,314mots,,Idéocologie,...  es conventionnels qui ont élaboré les 150 propositions pour réduire les émissions de gaz à  effet  de  serre ne sont pas candidats aux municipales. Leurs travaux pourraient cependant éclairer les électeurs. C ...
2020-06-26,Le Figaro,798mots,"Bembaron, Elsa","Réduire la pollution numérique, un impératif devenu l'affaire de tous","  ...  rapport sénatorial chiffre à 2 % le poids du numérique dans les émissions de gaz à  effet  de  serre en France. Il pourrait passer à 7 % en 2040. Face à cela, les sénateurs ..."
2020-06-27,Le Figaro,1367mots,"Beutelsbacher, Stephan, Galindo, Cristina, Jourdan, Alain",Antonio Guterres : « Les relations entreles grandes puissancessont plus dysfonctionnellesque jamais »,"  ... 19 (voir cidessous), mais il y a aussi d'autres dossiers pressants, comme le  changement  climatique ou les réfugiés... La lutte contre le virus est actuellement notre principale préoccupation, mais je ..."
2020-07-01,Le Figaro,577mots,"Kaldy, Pierre",Les eaux douces émettent de plus en plus de méthane,"  ...  La quantité de méthane libérée par les eaux douces stagnantes pourrait fortement augmenter avec le  réchauffement  climatique, révèle une étude expérimentale pilotée par des chercheurs de l'université Queen Mary à Londres ..."
2020-07-02,Le Figaro,504mots,"Chayet, Delphine",Les subventions pour le reboisement peuvent se retourner contre la nature,"  ... 'immenses quantités de carbone, ont un rôle incontestable à jouer dans la lutte contre le  changement  climatique, confirme Élise Buisson, chercheuse à l'Institut méditerranéen de biodiversité et d'écologie, qui n ..."
2020-07-02,Le Figaro,717mots,"Frémont, Anne-Laure",L'exploitation forestière bondit en Europe,"  ...  auteurs de l'étude, qui pointent aussi les conséquences possibles dans la lutte contre le  réchauffement  climatique. On considère aujourd'hui que ces forêts, qui représentent 38 % de la surface totale des ..."
2020-07-03,Le Figaro,1098mots,"Schoettl, Jean-Eric",Un référendum sur les préconisations de la Convention climat serait une impasse,  ...  l'article premier de la Constitution soit complété pour   « y mettre la lutte contre le  changement  climatique et la préservation de la biodiversité » .  Il s'est même engagé à proposer   « un texte ...
2020-07-04,Le Figaro,504mots,"Cheyvialle, Anne","Des aides qui faussent le marché, critique l'OCDE","  ...  du Sud et quelques États européens  afin que l'agriculture contribue à l'atténuation du  changement  climatique. Mais globalement, les   «  réformes marquent le pas depuis des années »   et   « dans la majorité des ..."
2020-07-08,Le Figaro,350mots,"Baudin, Julia",Coup de chaud sur « le Monde de Jamy »,"  ...  intitulé « Quand notre thermomètre explose » , vous saurez tout sur la météo à l'heure du  réchauffement  climatique. De quoi être capable de s'adapter aux degrés qui grimpent. Toujours utile en effet ..."
2020-07-16,Le Figaro,610mots,"Frémont, Anne-Laure",Le méthane atteint un niveau record dans l'atmosphère,"  ...  lui que du dioxyde de carbone, il est pourtant le deuxième gaz contribuant à l'effet  de  serre. Il reste certes moins longtemps dans l'atmosphère (environ dix ans contre au moins ..."
2020-07-22,Le Figaro,859mots,"Chayet, Delphine",Les ours polaires condamnés à disparaître avant 2100 ?,"  ...  transformation de nos modes de vie. Sans une réduction importante des émissions de gaz à  effet  de  serre, la plupart des souspopulations d' Ursus maritimus  auront disparu à l'horizon 2100 ..."
2020-08-06,Le Figaro,722mots,"Ferry, Luc","La viande cellulaire, une bonne nouvelle","  ...  nouvelle selon lui pour la planète comme pour les défenseurs des animaux puisque la viande cellulaire est produite sans émissions de gaz à  effet  de  serre, ni pollution, ni souffrance animale.   ..."
2020-08-11,Le Figaro,747mots,"Morvan, Vincent-Xavier","Avec le réchauffement, les Alpes du Sud verdissent","  ...  les Alpes du Sud depuis 2017, permettent de saisir un peu mieux les effets du  réchauffement  climatique sur les espèces vivantes et, en conséquence, sur les activités humaines.   « Ça chauffe, d'accord ..."
2020-08-18,Le Figaro,168mots,"Roy, Soline",Les forêts boréales d'Amérique du Nord moins gourmandes en CO2,"  Alliées de poids dans la lutte contre le  réchauffement  climatique, les forêts seraient le second puits de carbone de la planète après le plancton océanique. Le  réchauffement  climatique a augmenté la productivité ..."
2020-08-21,Le Figaro,806mots,"Bembaron, Elsa",Cédric O : « La transition écologique a besoin du numérique »,"  ...  les comportements vertueux. Aujourd'hui, la part du numérique dans les émissions de gaz à  effet  de  serre est encore limitée, même si nous devons prendre garde à sa dynamique de croissance ..."
2020-08-22,Le Figaro,518mots,"Guillermard, Véronique",Les émissions de CO2 bientôt mesurées depuis l'espace,"  ...  surveiller et mesurer finement les émissions de CO2 d'origine humaine, qui contribuent à l'effet  de  serre et au  réchauffement  climatique. L'Agence spatiale européenne (ESA) a confié le développement et ..."
2020-08-24,Le Figaro,667mots,"Chayet, Delphine",Les saumons du Pacifique rétrécissent,"  ...  partie mystérieuse, mais deux hypothèses sont privilégiées par les chercheurs.  La première est liée au  changement  climatique, qui entraîne un appauvrissement des ressources alimentaires des saumons dans l'océan.   « Un autre facteur ..."
2020-08-27,Le Figaro,622mots,"Bartnik, Marie",Les éleveurs manquent de fourrage pour nourrir leurs bêtes,"   La sécheresse n'impacte pas que les céréaliers. Les éleveurs aussi souffrent du  réchauffement  climatique, et des sécheresses à répétition qu'il occasionne. Cette année, les hautes températures enregistrées au printemps et ..."
2020-08-27,Le Figaro,822mots,"Bartnik, Marie",Piètres moissons pour les céréaliers français,"  ...  répétition au printemps et d'une pluviométrie excessive à l'automne, la Russie bénéficie du  réchauffement  climatique, et élargit ses surfaces cultivées en blé toujours plus au nord du pays. Les surfaces ..."
2020-09-04,Le Figaro,479mots,"Guichard, Guillaume",Faire décoller l'hydrogène vert,"  ...  produite par les éoliennes ou le solaire et de ne pas dégager de gaz à  effet  de  serre lorsqu'il est consommé. Il ne peut cependant pas servir à tout, plutôt à ..."
2020-09-11,Le Figaro,630mots,"Frémont, Anne-Laure",La Terre « stocke » de plus en plus d'énergie dans ses océans,"  ...  les activités humaines ont renforcé ce phénomène, en émettant de grandes quantités de gaz à  effet  de  serre qui piègent la chaleur, ce qui est à l'origine du déséquilibre énergétique de ..."
2020-09-15,Le Figaro,1050mots,"Reisser, Sylvain",Pourquoi les citadines se convertissent à l'hybride,"  ...  économies : tous les modèles doivent désormais contribuer à l'objectif de réduction des gaz à  effet  de  serre. Dans les bureaux d'études des marques, les ingénieurs ont engagé la bataille du ..."
2020-09-17,Le Figaro,704mots,"Ferry, Luc",Des biais dans la notion d'empreinte écologique,"  ...  exemple, si l'électricité produite par le nucléaire, qui n'émet pas de gaz à  effet  de  serre et ne contribue donc pas au  réchauffement  climatique, était généralisée dans nos transports comme ..."
2020-09-22,Le Figaro,623mots,"Faux, Frédéric",Ces vignerons suédois qui ont parié sur le changement climatique,"  ...  l'introduction de nouveaux cépages hybrides venus d'Allemagne qui mûrissent très vite... et au  changement  climatique.   « C'est vrai qu'il peut geler jusqu'en mai, mais en vingt ans nous ..."
2020-09-22,Le Figaro,1210mots,"Picard, Maurin",L'ONU fête ses 75 ans avec une grand-messe virtuelle,"  ...  humanitaires en territoire syrien, se lamente du refus russe, américain et chinois de reconnaître « le  changement  climatique et la dégradation de l'environnement comme une menace pour la sécurité » internationale, suite à ..."
2020-09-22,Le Figaro,132mots,"Bohineust, Armelle",Le risque climatique s'impose aux financiers « kiwis »,"  Si la NouvelleZélande a moins souffert des effets du  changement  climatique que l'Australie, confrontée récemment à de violents incendies, son gouvernement entend progresser rapidement sur ce thème. La NouvelleZélande ..."
2020-09-24,Le Figaro,735mots,"Ferry, Luc",La cause animale,"  ...  facteurs de pollution des eaux et des sols, mais aussi d'émissions de gaz à  effet  de  serre participant au  changement  climatique. Enfin, la préoccupation du bienêtre animal continuera de se ..."
2020-10-06,Le Figaro,500mots,"Cherki, Marc",Alpes-Maritimes : les pluies extrêmes plus fréquentes et plus intenses,"  ...  sur le Gard il y a deux semaines. Ces tendances sont très certainement liées au  changement  climatique. »  Le chef de l'État, qui devrait se rendre dans les AlpesMaritimes cette semaine ..."
2020-10-08,Le Figaro,386mots,"Hubaut, Leonor",Les ambitions climatiques de l'Union revues à la hausse,"  ...  Parlement européen a fixé mercredi son propre objectif de réduction des émissions de gaz à  effet  de  serre. Ce sera 60 % d'ici à 2030, par rapport au niveau de 1990. Soit ..."
2020-10-08,Le Figaro,474mots,"Guillermard, Véronique",Thales convertit la tech au vert,"  ...  technologie de Thales. Il s'agit d'utiliser ces technologies pour observer et comprendre le  changement  climatique mais aussi améliorer la consommation énergétique, donc l'empreinte carbone, de nombreuses applications. En résumé ..."
2020-10-10,Le Figaro,940mots,"Chayet, Delphine",« Nous devons agir pour sauver la forêt de Chantilly »,"  ...  le monde ! Quelle est la cause de cette situation difficile ? Le premier responsable est le  réchauffement  climatique. Un examen depuis 1690 des archives du musée Condé, qui est localisé dans le château ..."
2020-10-15,Le Figaro,570mots,"Hubaut, Leonor",L'Europe veut stimuler la rénovation des bâtiments,"  ...  Commission s'attaque maintenant au méthane, gaz moins connu mais responsable d'un quart du  réchauffement  climatique. Une première, qui reste cependant assez timide. Bruxelles promet des mesures dans l'agriculture et ..."
2020-10-16,Le Figaro,1737mots,"Bernard-Guilbaud, Yan, Rodineau, Claire","Les parcs animaliers, lieux de détention ou arches de Noé ?","  ...  des espèces sauvages dans leur habitat naturel. Jamais ce dernier n'a été aussi menacé :  réchauffement  climatique, incendies, déforestation... Et même Covid19.   « En Afrique, comme il n'y a plus de ..."
2020-10-17,Le Figaro,970mots,"Reynaud, Stéphane",Séverine Frerson : « La champagne a toujours su rebondir »,"  ...  de vins aux habitudes changeantes. Enfin, chacun doit prendre en compte les changements liés au  réchauffement  climatique. Dans ce contexte singulier, l'oenologue Séverine Frerson se voit confier la production de Perrier ..."
2020-10-22,Le Figaro,553mots,"Guérin, Jean-Yves",La RATP mise toujours sur le bus propre malgré la pandémie,"  ...  3 300 bus diesel. Avec cette approche, le groupe public compte réduire de 50 % son empreinte carbone ; les bus sont, en effet, de gros contributeurs de gaz à  effet  de  serre.  ..."
2020-10-30,Le Figaro,519mots,"Collomp, Florentin",La Banque poussée à « verdir » son action,  ...  Lagarde n'a de cesse de rappeler chacun à son rôle pour lutter contre le  changement  climatique. Elle pointait récemment «  les défaillances du marché dans le domaine de la finance verte »  . Or ...
2020-11-05,Le Figaro,471mots,"Bohineust, Armelle",Deux programmes qui creuseront les déficits,"  ...  hausses de dépenses publiques, envisagées dans les infrastructures, la santé ou la lutte contre le  changement  climatique. Il prévoit aussi des hausses d'impôts pour les entreprises et les Américains riches. Donald ..."
2020-11-06,Le Figaro,967mots,"Fréour, Pauline","Chaque année, cinq nouveaux virus animaux sont transmis à l'homme",  ...  fréquentation d'oasis par des chauvessouris en quête de nourriture dans un contexte de  changement  climatique a mené au début des années 2010 à la contamination de chameaux par un coronavirus ...
2020-11-09,Le Figaro,811mots,"Vanlerberghe, Cyrille",Un soulagement immense pour les défenseurs du climat,"  ...  les défenseurs de l'environnement, et en particulier ceux qui se battent pour limiter le  réchauffement  climatique. Et plus que des espoirs précis sur la capacité du nouvel élu à inverser la ..."
2020-11-09,Le Figaro,569mots,"Leclercq, Michel",Jair Bolsonaro orphelin de son parrain,"  ... pièce, théories conspirationnistes, attaques contre la presse, rejet du multilatéralisme, dédain des institutions, déni du  changement  climatique, mépris des droits de l'homme... Cette proximité s'est révélée avec éclat pendant la ..."
2020-11-10,Le Figaro,804mots,"Siraud, Mathilde",Barbara Pompili : « Nous avons besoin d'actes concrets »,"  ...  la signature ? En étant en dehors, les ÉtatsUnis, deuxième émetteur mondial de gaz à  effet  de  serre, grippent la machine. Cela nous a fait perdre du temps et a entraîné un ..."
2020-11-13,Le Figaro,1076mots,"Bastié, Eugénie",« Le catastrophisme en écologie conduit à l'affaiblissement des volontés »,  ...  volontés. Le pessimisme n'estil pas justifié au regard des conséquences très graves du  réchauffement  climatique ? La planète va rester chaude pendant longtemps car le CO2 accumulé dans l'atmosphère est ...
2020-11-21,Le Figaro,774mots,"Cheyvialle, Anne","Climat, fiscalité, solidarité internationale : petits pas et gros blocages des États-Unis","  ... Unis. Washington bloque en particulier sur la taxation du numérique et la lutte contre le  changement  climatique. Cela étant, les réponses sanitaires et économiques à la crise ont été assez similaires entre ..."
2020-11-24,Le Figaro,1653mots,"Cohen, Dinah, Quinault-Maupoil, Tristan",L'atterrissage chahuté de la Convention citoyenne pour le climat,"  ...  Je rappelle que ce n'est que 2 à 3 % des émissions de gaz à  effet  de  serre. C'est aussi des millions d'emplois directs et indirects »  , argue Mickaël Nogal, député ..."
2020-11-24,Le Figaro,471mots,"Richard, Marine",Des campus verts,"  ...  qui a créé un double diplôme avec l'école d'ingénieurs Mines Paristech sur le  changement  climatique et la finance durable, proposé à la rentrée 2021.   « Le  changement  climatique était un sujet ..."
2020-11-27,Le Figaro,657mots,"Cheyvialle, Anne",Ces chercheuses qui forgent l'avenir de l'Afrique,"  ... 'elles mènent, précisetelle, sont en lien avec les défis du continent «  sur le  changement  climatique, l'agriculture durable, les maladies...  » . Cosmologie À l'exemple de Latoya Seoke, originaire du Botswana ..."
2020-12-01,Le Figaro,1794mots,"Détroyat, Olivia",La souveraineté alimentaire de la France est-elle menacée ?,"  ...  notre renommée agricole comme les céréales et le blé sont secoués. Entre l'impact du  changement  climatique ou la montée en puissance des nouveaux pays producteurs comme la Russie, 25 à 50 ..."
2020-12-01,Le Figaro,293mots,"Cheyvialle, Anne",Les émissions de CO2 au plus bas depuis trente ans en Europe,  ... 'activité économique car les relevés datent d'avant la pandémie. Les émissions de gaz à  effet  de  serre de l'Union européenne sont tombées l'an dernier à leur niveau le plus ...
2020-12-03,Le Figaro,536mots,"de Chabalier, Blaise",le japon contre tsunamis et typhons,  ...  les Japonais contre les inondations alors que le niveau des océans monte en raison du  réchauffement  climatique. Des parades qui pourraient intéresser un nombre croissant de pays.  L'exemple de la région ...
2020-12-03,Le Figaro,1099mots,"Jaigu, Charles",L'effervescence des choses futures,"  ...  radicalités : les prophètes de l' « effondrement » de toute civilisation sous les coups de boutoir du  réchauffement  climatique et des écosystèmes décimés, et les prophètes du transhumanisme, qui jugent que le tsunami technologique ..."
2020-12-07,Le Figaro,846mots,"Détroyat, Olivia",Coca-Cola compte résoudre le casse-tête de la transition écologique d'ici à 2040,  ...  Cet objectif ambitieux se traduira par une réduction de 30 % des émissions de gaz à  effet  de  serre dès 2030 pour ce groupe de 12 milliards d'euros de chiffre d'affaires ...
2020-12-09,Le Figaro,805mots,"Bayart, Bertille",L'écologie de la contorsion,"  ...  l'énergie nucléaire,   « décarbonée et non intermittente » ,  dixit Emmanuel Macron, à la lutte contre le  changement  climatique.   « Notre avenir énergétique et écologique passe par le nucléaire » ,  atil lancé au Creusot ..."
2020-12-12,Le Figaro,542mots,"Hubaut, Leonor",Les Européens affichent des objectifs ambitieux pour 2030,"  ...  d'augmenter, d'ici à 2030, l'ambition de réduction des émissions de gaz à  effet  de  serre de 40 % à   « au moins »   55 % par rapport aux niveaux de 1990. Les tractations ..."
2020-12-12,Le Figaro,518mots,"Bourmaud, François-Xavier",Climat : Macron garde en poche la carte du référendum,  ...  l'année les citoyens tirés au sort pour élaborer des propositions et lutter contre le  réchauffement  climatique. L'une d'entre elles concerne l'introduction dans la Constitution des notions de biodiversité ...
2020-12-12,Le Figaro,1138mots,"Martin, Jacques-Olivier","« La Cop 21 est un échec, il faut changer de méthode »","  ...  et livre ses propositions pour accélérer la transition climatique. LE FIGARO.  Cinq ans après la COP21, les émissions de gaz à  effet  de  serre augmentent toujours. Peuton parler d'échec ?  ..."
2020-12-12,Le Figaro,877mots,"Frémont, Anne-Laure","Cinq ans après, où en est l'accord de Paris ?",  ...  de marteau historique à Paris un pacte ambitieux de réduction des émissions de gaz à  effet  de  serre conclu par 195 pays réunis pour la COP21. Objectif : contenir le réchauffement de la ...
