number_volume,number_issue,number_article,year,period,type_decide,type_1,type_2,name_book,name_book_words,name_book_len,keyword,author_number,author_info,country_list,author_mutiple_country,judge_mutiple_country_article,page_start,page_end,page_quant,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
14,2,1,2012,2012-2,correction,correction,Corrigendum,corrigendum,['corrigendum'],11.0,[],0,[],[],0,0,i,i,1,,,11 Sep 2012,262,0,0
14,2,2,2012,2012-2,editorial,editorial,Editorial,three epochs of european anti-semitism,"['three', 'epoch', 'european', 'anti-semitism']",38.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,161,165,5,,,16 May 2012,724,1,1
14,2,3,2012,2012-2,article,Article,Original Articles,a common cause,"['common', 'cause']",14.0,"['racism', 'antisemitism', 'antiracism', 'Du Bois', 'Fanon', 'Badiou', 'sociology']",2,"[('Glynis Cousin', 'female', ""['United Kingdom']"", ' University of Wolverhampton ', 'https://www.tandfonline.com/author/Cousin%2C+Glynis'), ('Robert Fine', 'male', ""['United Kingdom']"", ' University of Warwick ', 'https://www.tandfonline.com/author/Fine%2C+Robert')]","[('United Kingdom', 2)]",0,0,166,185,20,,,03 May 2012,"1,056",7,3
14,2,4,2012,2012-2,article,Article,Original Articles,the racialization of public discourse,"['racialization', 'public', 'discourse']",37.0,"['racism', 'prejudice', 'antisemitism', 'Islamophobia', 'Italy']",2,"[('Dario Padovan', 'unknown', ""['Italy']"", ' Department of Culture, Politics and Society , University of Turin , Italy ', 'https://www.tandfonline.com/author/Padovan%2C+Dario'), ('Alfredo Alietti', 'male', ""['Italy']"", ' Department of Human Sciences , University of Ferrara , Italy ', 'https://www.tandfonline.com/author/Alietti%2C+Alfredo')]","[('Italy', 2)]",0,0,186,202,17,,,25 Apr 2012,716,5,1
14,2,5,2012,2012-2,article,Article,Original Articles,the blind spots of secularization,"['blind', 'spot', 'secularization']",33.0,"['antisemitism', 'Spain', 'Jews', 'secularization', 'Muslims', 'qualitative methodology']",2,"[('Alejandro Baer', 'male', '[]', ' Ludwig Maximilians University ', 'https://www.tandfonline.com/author/Baer%2C+Alejandro')]",[],0,0,203,221,19,,,16 May 2012,337,3,0
14,2,6,2012,2012-2,article,Article,Original Articles,discourses on antisemitism and islamophobia in arab media,"['discourse', 'antisemitism', 'islamophobia', 'arab', 'medium']",57.0,"['antisemitism', 'Islamophobia', 'racism', 'Danish cartoons', 'Swiss ban on minarets', 'UN resolutions']",1,"[('Esther Webman', 'female', ""['Israel']"", ' Head of the Zeev Vered Desk for the Study of Tolerance and Intolerance in the Middle East , Tel Avi University ', 'https://www.tandfonline.com/author/Webman%2C+Esther')]","[('Israel', 1)]",0,0,222,239,18,,,26 Apr 2012,750,2,0
14,2,7,2012,2012-2,article,Article,Original Articles,"threats to modernity, threats of modernity","['threat', 'modernity', 'threat', 'modernity']",42.0,"['antisemitism', 'racism', 'Islamophobia', 'literature', 'capitalism', 'modernity']",1,"[('Christine Achinger', 'female', ""['United Kingdom']"", ' Department of German Studies , University of Warwick , Coventry , United Kingdom ', 'https://www.tandfonline.com/author/Achinger%2C+Christine')]","[('United Kingdom', 1)]",0,0,240,258,19,,,16 May 2012,656,2,0
14,2,8,2012,2012-2,article,Article,Original Articles,antisemitism in france,"['antisemitism', 'france']",22.0,"['antisemitism', 'France', 'racism', 'identity', 'ethnicity', 'social mobility']",1,"[('Véronique Altglas', 'female', ""['United Kingdom']"", "" Queen's University Belfast "", 'https://www.tandfonline.com/author/Altglas%2C+V%C3%A9ronique')]","[('United Kingdom', 1)]",0,0,259,274,16,,,01 May 2012,"1,102",3,0
14,2,9,2012,2012-2,article,Article,Original Articles,european marxism and the question of antisemitism,"['european', 'marxism', 'question', 'antisemitism']",49.0,"['antisemitism', 'Holocaust', 'Marxism', 'left', 'Frankfurt School']",1,"[('Philip Spencer', 'male', ""['United Kingdom']"", ' Faculty of Arts and Social Sciences , Kingston University , London , England ', 'https://www.tandfonline.com/author/Spencer%2C+Philip')]","[('United Kingdom', 1)]",0,0,275,294,20,,,27 Apr 2012,461,0,2
14,2,10,2012,2012-2,article,,ENQUÊTE PART II: New sociological perspectives,colin crouch – uk,"['colin', 'crouch', '–', 'uk']",17.0,[],1,"[('Colin Crouch', 'male', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Crouch%2C+Colin')]",[],0,0,295,296,2,,,30 Apr 2012,244,0,0
14,2,11,2012,2012-2,article,,ENQUÊTE PART II: New sociological perspectives,alberto martinelli – italy,"['alberto', 'martinelli', '–', 'italy']",26.0,[],1,"[('Alberto Martinelli', 'male', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Martinelli%2C+Alberto')]",[],0,0,297,299,3,,,24 Apr 2012,103,0,0
14,2,12,2012,2012-2,article,,ENQUÊTE PART II: New sociological perspectives,ricca edmondson – ireland,"['ricca', 'edmondson', '–', 'ireland']",25.0,[],1,"[('Ricca Edmondson', 'female', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Edmondson%2C+Ricca')]",[],0,0,299,301,3,,,23 Apr 2012,78,0,0
14,2,13,2012,2012-2,article,,ENQUÊTE PART II: New sociological perspectives,elena danilova – russia,"['elena', 'danilova', '–', 'russia']",23.0,[],1,"[('Elena Danilova', 'female', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Danilova%2C+Elena')]",[],0,0,302,304,3,,,03 May 2012,78,0,0
14,2,14,2012,2012-2,book review,book review,Book Reviews,gesellschaftstheorie und europapolitik: sozialwissenschaftliche ansätze zur europaforschung (theory of society and european politics: social sciences approaches to european studies),"['gesellschaftstheorie', 'und', 'europapolitik', 'sozialwissenschaftliche', 'ansätze', 'zur', 'europaforschung', 'theory', 'society', 'european', 'politics', 'social', 'science', 'approach', 'european', 'study']",181.0,[],1,"[('Hans-Jörg Trenz', 'unknown', ""['Denmark']"", ' Centre for Modern European Studies , University of Copenhagen , Denmark ', 'https://www.tandfonline.com/author/Trenz%2C+Hans-J%C3%B6rg')]","[('Denmark', 1)]",0,0,305,307,3,14 Dec 2011,27 Dec 2011,27 Feb 2012,93,0,0
14,2,15,2012,2012-2,book review,book review,Book Reviews,peter baldwin: the narcissism of minor differences. how america and europe are alike. an essay in numbers,"['peter', 'baldwin', 'narcissism', 'minor', 'difference', 'america', 'europe', 'alike', 'essay', 'number']",105.0,[],1,"[('Gunnar Olofsson', 'male', ""['Sweden']"", ' Linnaeus University , Sweden ', 'https://www.tandfonline.com/author/Olofsson%2C+Gunnar')]","[('Sweden', 1)]",0,0,308,311,4,05 Jan 2012,27 Feb 2012,30 Apr 2012,134,0,0
14,2,16,2012,2012-2,book review,book review,Book Reviews,national and european? polish political elite in comparative perspective,"['national', 'european', 'polish', 'political', 'elite', 'comparative', 'perspective']",72.0,[],1,"[('Marek Kucia', 'male', ""['Poland']"", ' Jagiellonian University , Kraków , Poland ', 'https://www.tandfonline.com/author/Kucia%2C+Marek')]","[('Poland', 1)]",0,0,312,314,3,27 Feb 2012,09 Mar 2012,30 Apr 2012,117,0,0
14,3,1,2012,2012-3,editorial,editorial,Editorial,"aspects of labor, help, participation, – and of methodology","['aspect', 'labor', 'help', 'participation', '–', 'methodology']",59.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,315,319,5,,,10 Sep 2012,119,0,0
14,3,2,2012,2012-3,article,Article,Labour Markets,you're not there to make the world any cleaner,"[""'re"", 'make', 'world', 'cleaner']",46.0,"['domestic services', 'knowledge societies', 'labour', 'gender', 'class', 'migration']",1,"[('Manuel Abrantes', 'male', ""['Portugal']"", ' School of Economics and Management , Technical University of Lisbon, SOCIUS: Research Centre in Economic and Organizational Sociology , Lisbon , Portugal ', 'https://www.tandfonline.com/author/Abrantes%2C+Manuel')]","[('Portugal', 1)]",0,0,320,337,18,20 Jul 2010,07 Mar 2012,03 May 2012,216,5,0
14,3,3,2012,2012-3,article,Article,Labour Markets,statistical discrimination and employers' recruitment,"['statistical', 'discrimination', 'employer', ""'"", 'recruitment']",53.0,"['statistical discrimination', 'recruitment', 'low-skill workers']",2,"[('Giuliano Bonoli', 'male', ""['Switzerland']"", ' IDHEAP , Quartier UNIL Mouline , Lausanne , Switzerland ', 'https://www.tandfonline.com/author/Bonoli%2C+Giuliano'), ('Karl Hinrichs', 'male', ""['Germany']"", ' Zentrum fuer Sozialpolitik , Universitaet Bremen , 28209 , Bremen , Germany ', 'https://www.tandfonline.com/author/Hinrichs%2C+Karl')]","[('Switzerland', 1), ('Germany', 1)]",0,1,338,361,24,23 Nov 2010,07 Mar 2012,14 May 2012,"1,464",25,3
14,3,4,2012,2012-3,article,Article,Labour Markets,the benefits of migration,"['benefit', 'migration']",25.0,"['cultural diversity', 'labour markets', 'integration', 'Germany']",2,"[('Andreas Damelang', 'male', ""['Germany']"", ' University Erlangen-Nuremberg, Chair of Sociology and Empirical Social Research , Nuremberg , Germany ', 'https://www.tandfonline.com/author/Damelang%2C+Andreas'), ('Anette Haas', 'female', ""['Germany']"", ' Institute for Employment Research , Nuremberg , Germany ', 'https://www.tandfonline.com/author/Haas%2C+Anette')]","[('Germany', 2)]",0,0,362,392,31,14 May 2010,02 Feb 2012,04 May 2012,"2,118",9,1
14,3,5,2012,2012-3,article,Article,Help in Europe,helping values and civic engagement,"['helping', 'value', 'civic', 'engagement']",35.0,"['help', 'civic engagement', 'volunteering', 'democracy', 'Europe multilevel modeling']",2,"[('K. Purdam', 'unknown', ""['United Kingdom']"", ' CCSR , University of Manchester , Manchester , UK ', 'https://www.tandfonline.com/author/Purdam%2C+K'), ('M. Tranmer', 'unknown', ""['United Kingdom']"", ' CCSR , University of Manchester , Manchester , UK ', 'https://www.tandfonline.com/author/Tranmer%2C+M')]","[('United Kingdom', 2)]",0,0,393,415,23,20 Aug 2010,26 Mar 2012,25 Jun 2012,382,6,1
14,3,6,2012,2012-3,article,Article,Help in Europe,how does the welfare state influence individuals' social capital?,"['doe', 'welfare', 'state', 'influence', 'individual', ""'"", 'social', 'capital']",65.0,"['crowding out hypothesis', 'social capital', 'access to informal help', 'welfare state']",3,"[('John P.T.M. Gelissen', 'male', ""['Netherlands']"", ' Department of Methodology and Statistics and Department of Sociology , University of Tilburg, Faculty of Social and Behavioural Sciences , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/Gelissen%2C+John+PTM'), ('Wim J.H. van Oorschot', 'male', ""['Netherlands']"", ' Department of Methodology and Statistics and Department of Sociology , University of Tilburg, Faculty of Social and Behavioural Sciences , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/van+Oorschot%2C+Wim+JH'), ('Ellen Finsveen', 'female', ""['Netherlands']"", ' Department of Methodology and Statistics and Department of Sociology , University of Tilburg, Faculty of Social and Behavioural Sciences , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/Finsveen%2C+Ellen')]","[('Netherlands', 3)]",0,0,416,440,25,13 Jul 2010,22 Jan 2012,08 Jun 2012,932,22,0
14,3,7,2012,2012-3,article,Article,European Participation,voting participation and attitudes toward the european union,"['voting', 'participation', 'attitude', 'toward', 'european', 'union']",60.0,"['attitudes toward the EU', 'EP election', 'voting participation']",2,"[('Hoi Ok Jeong', 'mostly_male', ""['Korea, Republic of']"", ' Institute of General Education , Dongguk University , Seoul , South Korea ', 'https://www.tandfonline.com/author/Jeong%2C+Hoi+Ok'), ('Su-Yeul Chung', 'unknown', ""['Korea, Republic of']"", ' Department of Geography , Sangmyung Univeristy , Seoul , South Korea ', 'https://www.tandfonline.com/author/Chung%2C+Su-Yeul')]","[('Korea, Republic of', 2)]",0,0,441,462,22,22 Sep 2009,16 Dec 2011,21 Feb 2012,268,1,0
14,3,8,2012,2012-3,book review,book review,Book Review,"romania under basescu: aspirations, achievements and frustrations during his first presidential term,","['romania', 'basescu', 'aspiration', 'achievement', 'frustration', 'first', 'presidential', 'term']",101.0,[],1,"[('Miłosz Miszczynski', 'male', ""['Poland']"", ' Jagiellonian University , Poland ', 'https://www.tandfonline.com/author/Miszczynski%2C+Mi%C5%82osz')]","[('Poland', 1)]",0,0,463,465,3,06 Mar 2012,09 Mar 2012,03 May 2012,88,1,0
14,3,9,2012,2012-3,correction,,Miscellany,corrigendum,['corrigendum'],11.0,[],0,[],[],0,0,466,466,1,,,10 Sep 2012,139,0,0
14,3,10,2012,2012-3,introduction,,Introduction,"introduction to the special issue on racism, antisemitism, and islamophobia","['introduction', 'special', 'issue', 'racism', 'antisemitism', 'islamophobia']",75.0,[],3,[],[],0,0,467,469,3,,,10 Sep 2012,278,0,0
14,4,1,2012,2012-4,editorial,editorial,Editorial,editorial,['editorial'],9.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,471,472,2,,,15 Nov 2012,227,0,0
14,4,2,2012,2012-4,introduction,Article,Introduction,introduction,['introduction'],12.0,[],1,"[('Richard McMahon', 'male', ""['Ireland']"", ' University College Cork ', 'https://www.tandfonline.com/author/McMahon%2C+Richard')]","[('Ireland', 1)]",0,0,473,483,11,,,15 Nov 2012,292,0,0
14,4,3,2012,2012-4,article,Article,Original Articles,bringing the demos back in,"['bringing', 'demo', 'back']",26.0,"['EUrope', 'identity', 'demos', 'ethnic', 'civic']",1,"[('Marco Antonsich', 'male', ""['United Kingdom']"", ' Loughborough University , United Kingdom ', 'https://www.tandfonline.com/author/Antonsich%2C+Marco')]","[('United Kingdom', 1)]",0,0,484,501,18,,,13 Sep 2012,423,2,1
14,4,4,2012,2012-4,article,Article,Original Articles,a certain sense of europe?,"['certain', 'sense', 'europe']",26.0,"['enlargement', 'EU', 'identity', 'democracy', 'self-understanding']",1,"[('Helene Sjursen', 'female', ""['Norway']"", ' ARENA Centre for European Studies , University of Oslo ', 'https://www.tandfonline.com/author/Sjursen%2C+Helene')]","[('Norway', 1)]",0,0,502,521,20,,,10 Oct 2012,"1,771",4,0
14,4,5,2012,2012-4,article,Article,Original Articles,not quite ‘sui generis’ enough,"['quite', '‘', 'sui', 'generis', 'enough']",30.0,"['European integration', 'foreign policy', 'normative power', 'international society', 'democracy']",1,"[('Thomas Diez', 'male', ""['Germany']"", ' Institute of Political Science, University of Tuebingen , Tuebingen , Germany ', 'https://www.tandfonline.com/author/Diez%2C+Thomas')]","[('Germany', 1)]",0,0,522,539,18,,,05 Oct 2012,975,9,0
14,4,6,2012,2012-4,article,Article,Original Articles,putting culture in its place,"['putting', 'culture', 'place']",28.0,"['EU', 'European Commission', 'culture', 'stereotypes', 'corruption', 'cosmopolitanism', 'management']",1,"[('Maryon McDonald', 'unknown', ""['United Kingdom']"", ' Division of Social Anthropology , University of Cambridge , Cambridge , UK ', 'https://www.tandfonline.com/author/McDonald%2C+Maryon')]","[('United Kingdom', 1)]",0,0,540,561,22,,,20 Sep 2012,492,4,1
14,4,7,2012,2012-4,article,Article,Original Articles,euroscepticism and neighbourhood peace,"['euroscepticism', 'neighbourhood', 'peace']",38.0,"['European integration', 'differentiated integration', 'Euroscepticism', 'security community', 'regionalism']",1,"[('Richard McMahon', 'male', ""['Ireland']"", ' School of History , University College Cork , Cork , Ireland ', 'https://www.tandfonline.com/author/McMahon%2C+Richard')]","[('Ireland', 1)]",0,0,562,585,24,,,08 Oct 2012,407,1,1
14,4,8,2012,2012-4,article,Article,Religion in Europe,integration – what integration?,"['integration', '–', 'integration']",31.0,"['European integration', 'religion', 'multi-level modelling', 'EVS']",2,"[('Florian Grötsch', 'male', ""['Germany']"", ' Bergische Universität Wuppertal, Fachbereich G , Wuppertal , Germany ', 'https://www.tandfonline.com/author/Gr%C3%B6tsch%2C+Florian'), ('Annette Schnabel', 'female', ""['Germany']"", ' Bergische Universität Wuppertal, Fachbereich G , Wuppertal , Germany ', 'https://www.tandfonline.com/author/Schnabel%2C+Annette')]","[('Germany', 2)]",0,0,586,610,25,02 Aug 2011,19 May 2012,30 Jul 2012,446,8,1
14,4,9,2012,2012-4,article,Article,Religion in Europe,believing and belonging in europe,"['believing', 'belonging', 'europe']",33.0,"['religion', 'secularisation', 'modernisation', 'religious markets', 'believing', 'belonging']",4,"[('Jan Reitsma', 'male', ""['Netherlands']"", ' Department of Sociology and Research Methodology , Radboud University Nijmegen , Nijmegen , The Netherlands ', 'https://www.tandfonline.com/author/Reitsma%2C+Jan'), ('Ben Pelzer', 'male', ""['Netherlands']"", ' Department of Sociology and Research Methodology , Radboud University Nijmegen , Nijmegen , The Netherlands ', 'https://www.tandfonline.com/author/Pelzer%2C+Ben'), ('Peer Scheepers', 'male', ""['Netherlands']"", ' Department of Sociology and Research Methodology , Radboud University Nijmegen , Nijmegen , The Netherlands ', 'https://www.tandfonline.com/author/Scheepers%2C+Peer'), ('Hans Schilderman', 'male', ""['Netherlands']"", ' Department of Sociology and Research Methodology , Radboud University Nijmegen , Nijmegen , The Netherlands ', 'https://www.tandfonline.com/author/Schilderman%2C+Hans')]","[('Netherlands', 4)]",0,0,611,632,22,08 Oct 2010,16 Aug 2012,12 Oct 2012,524,16,1
14,5,1,2012,2012-5,editorial,editorial,EDITORIAL,the ideal sociologist in the non-paradigmatic commons,"['ideal', 'sociologist', 'non-paradigmatic', 'common']",53.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,633,635,3,,,11 Dec 2012,170,0,0
14,5,2,2012,2012-5,article,Article,Urban Cultures,cultural policy in european cities,"['cultural', 'policy', 'european', 'city']",34.0,"['culture', 'policy analysis', 'local governance', 'cross-national analysis', 'mayors', 'Europe']",2,"[('Clemente J. Navarro', 'male', ""['Spain']"", ' Universidad Pablo de Olavide , Sevilla , Spain ', 'https://www.tandfonline.com/author/Navarro%2C+Clemente+J'), ('Terry N. Clark', 'mostly_male', ""['United States']"", ' University of Chicago , Chicago , IL , USA ', 'https://www.tandfonline.com/author/Clark%2C+Terry+N')]","[('Spain', 1), ('United States', 1)]",0,1,636,659,24,24 Jun 2011,16 Aug 2012,11 Oct 2012,580,12,1
14,5,3,2012,2012-5,article,Article,Urban Cultures,cultural and moral class boundaries in a nordic context,"['cultural', 'moral', 'class', 'boundary', 'nordic', 'context']",55.0,"['symbolic boundaries', 'cultural boundaries', 'moral boundaries', 'cultural capital', 'Pierre Bourdieu', 'class']",1,"[('Jakob Skjøtt-Larsen', 'male', ""['Denmark']"", ' Department of Sociology and Social Work , Aalborg University , Aalborg , Denmark ', 'https://www.tandfonline.com/author/Skj%C3%B8tt-Larsen%2C+Jakob')]","[('Denmark', 1)]",0,0,660,683,24,16 Jul 2010,10 Jul 2012,31 Aug 2012,534,19,1
14,5,4,2012,2012-5,article,Article,Employments,self-employment in post-communist economies,"['self-employment', 'post-communist', 'economy']",43.0,"['self-employment', 'post-communist economies', 'market transition theory', 'structural context']",3,"[('Kasia Karpinska', 'andy', ""['Netherlands']"", ' Department of Law, Economics and Governance , Utrecht University , Utrecht , The Netherlands ', 'https://www.tandfonline.com/author/Karpinska%2C+Kasia'), ('Ineke Maas', 'female', ""['Netherlands']"", ' Department of Sociology/ICS , Utrecht University , Utrecht , The Netherlands ', 'https://www.tandfonline.com/author/Maas%2C+Ineke'), ('Wim Jansen', 'male', ""['Netherlands']"", ' Department of Methodology &amp; Statistics , Utrecht University , Utrecht , The Netherlands ', 'https://www.tandfonline.com/author/Jansen%2C+Wim')]","[('Netherlands', 3)]",0,0,684,703,20,10 Mar 2009,30 Jun 2012,06 Sep 2012,184,1,1
14,5,5,2012,2012-5,article,Article,Employments,labour market dualisation in france,"['labour', 'market', 'dualisation', 'france']",35.0,"['France', 'temporary employment', 'labour market reforms', 'dualisation', 'institutional change']",1,"[('Paul Marx', 'male', ""['Denmark', 'Germany']"", ' University of Southern Denmark, Department of Political Science and Public Management , Odense , Denmark ; IZA , Bonn , Germany ', 'https://www.tandfonline.com/author/Marx%2C+Paul')]","[('Denmark', 1), ('Germany', 1)]",1,1,704,726,23,07 Nov 2010,19 May 2012,06 Aug 2012,549,7,1
14,5,6,2012,2012-5,article,Article,Elites and Poverty,political and economic elites in switzerland,"['political', 'economic', 'elite', 'switzerland']",44.0,"['economic elites', 'political elites', 'fields', 'multiple correspondence analysis']",3,"[('Felix Bühlmann', 'male', ""['Switzerland']"", ' University of Lausanne , Lausanne , Switzerland ', 'https://www.tandfonline.com/author/B%C3%BChlmann%2C+Felix'), ('Thomas David', 'male', ""['Switzerland']"", ' University of Lausanne , Lausanne , Switzerland ', 'https://www.tandfonline.com/author/David%2C+Thomas'), ('André Mach', 'male', ""['Switzerland']"", ' University of Lausanne , Lausanne , Switzerland ', 'https://www.tandfonline.com/author/Mach%2C+Andr%C3%A9')]","[('Switzerland', 3)]",0,0,727,754,28,07 Sep 2010,19 May 2012,13 Aug 2012,502,15,1
14,5,7,2012,2012-5,article,Article,Elites and Poverty,"poverty, families and the investment state","['poverty', 'family', 'investment', 'state']",42.0,"['family policy', 'poverty', 'social investment', 'ideas', 'discourse', 'Finland', 'Germany']",2,"[('Mikael Nygård', 'male', ""['Finland']"", ' Department of Social Sciences , Åbo Akademi University , Vaasa , Finland ', 'https://www.tandfonline.com/author/Nyg%C3%A5rd%2C+Mikael'), ('Nicole Krüger', 'female', ""['Germany']"", ' Technische Universität Darmstadt , Darmstadt , Germany ', 'https://www.tandfonline.com/author/Kr%C3%BCger%2C+Nicole')]","[('Finland', 1), ('Germany', 1)]",0,1,755,777,23,15 Dec 2010,15 Aug 2012,10 Oct 2012,807,4,0
14,5,8,2012,2012-5,book review,book review,Book Reviews,the welfare state and life transitions: a european perspective,"['welfare', 'state', 'life', 'transition', 'european', 'perspective']",62.0,[],1,"[('Torben Krings', 'male', ""['Austria']"", ' Department of Economic and Organisational Sociology , Johannes Kepler University Linz , Austria ', 'https://www.tandfonline.com/author/Krings%2C+Torben')]","[('Austria', 1)]",0,0,778,780,3,08 Mar 2012,14 May 2012,24 Jul 2012,176,0,1
14,5,9,2012,2012-5,book review,book review,Book Reviews,social transnationalism: lifeworlds beyond the nation-state,"['social', 'transnationalism', 'lifeworlds', 'beyond', 'nation-state']",59.0,[],1,"[('Adrian Favell', 'male', ""['France']"", ' CEE, Sciences Po , Paris ', 'https://www.tandfonline.com/author/Favell%2C+Adrian')]","[('France', 1)]",0,0,781,783,3,01 Aug 2012,14 Sep 2012,03 Dec 2012,219,0,1
14,5,10,2012,2012-5,book review,book review,Book Reviews,désoccidentaliser la sociologie. l'europe au mirroir de la chine,"['désoccidentaliser', 'la', 'sociologie', ""l'europe"", 'au', 'mirroir', 'de', 'la', 'chine']",64.0,[],1,"[('Manuela Boatcă', 'female', ""['Germany']"", ' Freie Universität , Berlin ', 'https://www.tandfonline.com/author/Boatc%C4%83%2C+Manuela')]","[('Germany', 1)]",0,0,784,786,3,03 Sep 2012,14 Sep 2012,29 Nov 2012,76,1,1
14,5,11,2012,2012-5,editorial board,,Miscellany,editorial board,"['editorial', 'board']",15.0,[],0,[],[],0,0,ebi,ebi,1,,,11 Dec 2012,22,0,0
15,1,1,2013,2013-1,editorial,editorial,EDITORIAL,generations and trust,"['generation', 'trust']",21.0,[],1,"[('Göran Therborn', 'male', ""['United Kingdom']"", ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]","[('United Kingdom', 1)]",0,0,1,3,3,,,25 Feb 2013,225,1,0
15,1,2,2013,2013-1,article,Article,Generations,generation in itself or for itself?,['generation'],35.0,"['generations', 'generational conflict', 'pension systems', 'social inequality', 'welfare retrenchment']",1,"[('Christina May', 'female', ""['Germany']"", ' Department of Sociology , Georg-August-Universität Göttingen , Germany ', 'https://www.tandfonline.com/author/May%2C+Christina')]","[('Germany', 1)]",0,0,4,25,22,12 Apr 2010,06 Nov 2012,27 Nov 2012,342,3,1
15,1,3,2013,2013-1,article,Article,Generations,intergenerational help and public assistance in europe,"['intergenerational', 'help', 'public', 'assistance', 'europe']",54.0,"['generations', 'social policy', 'support', 'welfare state']",1,"[('Martina Brandt', 'female', ""['Germany']"", ' Max Planck Institute for Social Law and Social Policy, Munich Center for the Economics of Aging , Munich , Germany ', 'https://www.tandfonline.com/author/Brandt%2C+Martina')]","[('Germany', 1)]",0,0,26,56,31,14 Feb 2011,15 Aug 2012,05 Oct 2012,604,40,1
15,1,4,2013,2013-1,article,Article,Generations,the effect of socio-economic factors on parental financial support from the perspectives of the givers and the receivers,"['effect', 'socio-economic', 'factor', 'parental', 'financial', 'support', 'perspective', 'giver', 'receiver']",120.0,"['adult children', 'parental financial support', 'private transfers', 'class reproduction']",1,"[('Karoliina Majamaa', 'female', ""['Finland']"", ' Department of Social Research , University of Helsinki , Helsinki , Finland ', 'https://www.tandfonline.com/author/Majamaa%2C+Karoliina')]","[('Finland', 1)]",0,0,57,81,25,02 Mar 2011,10 Jul 2012,10 Sep 2012,224,5,0
15,1,5,2013,2013-1,article,Article,Generations,analysing intergenerational influences on income poverty and economic vulnerability with eu-silc,"['analysing', 'intergenerational', 'influence', 'income', 'poverty', 'economic', 'vulnerability', 'eu-silc']",96.0,"['poverty', 'intergenerational transmission', 'welfare regimes', 'economic vulnerability', 'EU-SILC', 'social class']",3,"[('Christopher T. Whelan', 'male', ""['Ireland']"", ' School of Sociology , Geary Institute, University College Dublin , Dublin , Ireland ', 'https://www.tandfonline.com/author/Whelan%2C+Christopher+T'), ('Brian Nolan', 'male', ""['Ireland']"", ' School of Applied Social Science , University College Dublin , Dublin , Ireland ', 'https://www.tandfonline.com/author/Nolan%2C+Brian'), ('Bertrand Maître', 'male', ""['Ireland']"", ' Social Policy Research , ESRI , Dublin , Ireland ', 'https://www.tandfonline.com/author/Ma%C3%AEtre%2C+Bertrand')]","[('Ireland', 3)]",0,0,82,105,24,05 Oct 2010,26 Mar 2012,08 Jun 2012,652,12,0
15,1,6,2013,2013-1,article,Article,Trust,does volunteering cause trust?,"['doe', 'volunteering', 'cause', 'trust']",30.0,"['social capital', 'social trust', 'institutional trust', 'volunteering', 'voluntary organizations']",3,"[('Karl Henrik Sivesind', 'male', ""['Norway']"", ' Institute for Social Research , Oslo , Norway ', 'https://www.tandfonline.com/author/Sivesind%2C+Karl+Henrik'), ('Tereza Pospíšilová', 'female', ""['Czechia']"", ' Charles University in Prague, Faculty of Humanities , Czech Republic ', 'https://www.tandfonline.com/author/Posp%C3%AD%C5%A1ilov%C3%A1%2C+Tereza'), ('Pavol Frič', 'male', ""['Czechia']"", ' Institute for Sociological Studies, Charles University in Prague, Faculty of Social Science , Czech Republic ', 'https://www.tandfonline.com/author/Fri%C4%8D%2C+Pavol')]","[('Norway', 1), ('Czechia', 2)]",0,1,106,130,25,08 May 2012,05 Nov 2012,14 Dec 2012,582,7,1
15,1,7,2013,2013-1,article,Article,Trust,a comparative analysis of the relation between political trust and forms of political participation in europe,"['comparative', 'analysis', 'relation', 'political', 'trust', 'form', 'political', 'participation', 'europe']",109.0,"['political participation', 'political trust', 'European Social Survey']",2,"[('Marc Hooghe', 'male', ""['Belgium']"", ' Department of Political Science , University of Leuven , Leuven , Belgium ', 'https://www.tandfonline.com/author/Hooghe%2C+Marc'), ('Sofie Marien', 'female', ""['Belgium']"", ' Department of Political Science , University of Leuven , Leuven , Belgium ', 'https://www.tandfonline.com/author/Marien%2C+Sofie')]","[('Belgium', 2)]",0,0,131,152,22,18 Jun 2010,22 Apr 2012,12 Jun 2012,"6,661",103,0
